UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Rob,@Crypto_Rob_,2022-04-15T23:30:28.000Z,"Rob
@Crypto_Rob_
·
Apr 15, 2022","Replying to 
@maxkeiser
 @elonmusk
 and 2 others
You're probably the last bitcoin maxi Elon would listen to.
1
5",,1,,5,[],https://twitter.com/Crypto_Rob_/status/1515110337980211200
Some Body,@KevinOnEarth,2022-04-15T23:24:06.000Z,"Some Body
@KevinOnEarth
·
Apr 15, 2022","Replying to 
@sowegaCat
I would happily buy (a ridiculously small amount) of stock if it were to help maintain 
@Twitter
's public utility. 
Wouldn't (100,000s of) others?",,,,,[],https://twitter.com/KevinOnEarth/status/1515108736456613890
David Nelson,@davidnelsonORL,2022-04-15T23:31:05.000Z,"David Nelson
@davidnelsonORL
·
Apr 15, 2022","Replying to 
@AnonymousDenGuy
 @elonmusk
 and 
@Twitter
Do you mean the Elon Musk that has tried numerous times to silence his critics? 

Would you please cite a liberal who has lost their mind over this?
1
1",,1,,1,[],https://twitter.com/davidnelsonORL/status/1515110492020346881
CredZa,@credsal1,2022-04-15T23:19:02.000Z,"CredZa
@credsal1
·
Apr 15, 2022","Replying to 
@Jason
 @Twitter
 and 3 others
Not sure Elon wants to run it as a for profit.  He won’t get backing otherwise I’m not sure he’s willing to bet 20% of his net worth on this.
1",,,,1,[],https://twitter.com/credsal1/status/1515107458510987265
YoungStelter,@CoolCarcinogen,2022-04-15T23:21:03.000Z,"YoungStelter
@CoolCarcinogen
·
Apr 15, 2022","Replying to 
@BLACKSTEMUSA
 @paraga
 and 
@Twitter
I'm no fan of Twitter's leadership cadre, but he is taking the best possible approach.  He is trying to be both diplomatic & respectful to counter a possible takeover.  If he was rude & abrasive, then it would play right into Elon's hands.  What exactly would you suggest?",,,,,[],https://twitter.com/CoolCarcinogen/status/1515107967560994817
HOTEP Unscripted Virtuoso,@UnscriptedVirt1,2022-04-15T23:33:01.000Z,"HOTEP Unscripted Virtuoso
@UnscriptedVirt1
·
Apr 15, 2022","Replying to 
@SpiroAgnewGhost
 and 
@Twitter
That's because ""TWITTER"" aka 
@BlackRock
 owns this platform. Musk isn't owning anything unless they allow him or he's shilling for them, and they definitely aren't giving up controlling stake of their largest fake news fabrication & mass mind manipulation platform.",,,,,[],https://twitter.com/UnscriptedVirt1/status/1515110979268456452
Peter Lowe,@pblowe2,2022-04-15T23:53:20.000Z,"Peter Lowe
@pblowe2
·
Apr 15, 2022","Replying to 
@greta
 @Twitter
 and 
@elonmusk
People buy shares in companies to increase shareholder value-It is the Board’s fiduciary responsibility to see that the best interests of shareholders are protected-Musk is an innovator-If he wants a social media platform he can build one-Like he has with his other companies",,,,,[],https://twitter.com/pblowe2/status/1515116092435443714
Mike Allen,@KnoxHouseSales,2022-04-15T23:56:18.000Z,"Mike Allen
@KnoxHouseSales
·
Apr 15, 2022","Replying to 
@greta
 @Twitter
 and 
@elonmusk
Hope he gets to buy them as they need to be fired along w all those left wing cupcakes on their community boards .Twitter once was a good thing until they went all “Woke”",,,,,[],https://twitter.com/KnoxHouseSales/status/1515116839298342915
Ferengi Rules of Acquisition,@ferengi_rules,2022-04-15T23:41:22.000Z,"Ferengi Rules of Acquisition
@ferengi_rules
·
Apr 15, 2022","Replying to 
@AlextheYounga
 @janks729
 and 7 others
Unless they think a Musk take over would be less profitable than the poison pill. Hostile takeovers usually aren’t good for shareholders.
1",,1,,,[],https://twitter.com/ferengi_rules/status/1515113078928646149
Robert E. Knight,@reknigh,2022-04-15T23:41:39.000Z,"Robert E. Knight
@reknigh
·
Apr 15, 2022","Replying to 
@KurtSchlichter
 @Twitter
 and 
@elonmusk
Elon Trump buying Twitter just so his pal donald can get back on the platform to spread hate and misinformation needs to be stopped. This ruse has nothing to do with free speech other than for trump
1",,1,,,[],https://twitter.com/reknigh/status/1515113153574494210
ComMaven,@ComMaven,2022-04-15T23:45:30.000Z,"ComMaven
@ComMaven
·
Apr 15, 2022","Replying to 
@TheBrandonMorse
 @Twitter
 and 
@elonmusk
What is it with the GOP and far right helping Elon Musk run another pump and dump scheme on the stock market? Do you not care about the people who have retirement tied up in funds on the market? Or do you not understand? Either way, the best thing for you to do is be quiet.",,,,,[],https://twitter.com/ComMaven/status/1515114119841529863
Jeremy McMurtry,@jeremy_mcmurtry,2022-04-15T23:34:14.000Z,"Jeremy McMurtry
@jeremy_mcmurtry
·
Apr 15, 2022","Replying to 
@ClayTravis
 and 
@Twitter
Love you clay, Musk for president 2024.... let's go",,,,,[],https://twitter.com/jeremy_mcmurtry/status/1515111286668861444
joe,@argusdog1206,2022-04-15T23:38:20.000Z,"joe
@argusdog1206
·
Apr 15, 2022","Replying to 
@KurtSchlichter
 @AMPFEST_USA
 and 2 others
This offer is nothing but another “pump and dump” scheme by Musk to maximize his investment. If you think he’s the savior of “democracy” you must be a tRump university grad. https://finance.yahoo.com/amphtml/news/elon-musk-eccentric-twitter-behavior-182651440.html…",,,,,[],https://twitter.com/argusdog1206/status/1515112319004594179
Tom Fitton,@TomFitton,2022-04-16T23:58:35.000Z,"Tom Fitton
@TomFitton
·
Apr 16, 2022","Elon Musk is a threat -- to leftist censorship.  Joining 
@LawrenceBJones3
 on 
@FoxNews
 tonight to talk about the Left's war on 
@ElonMusk
 over his free speech agenda for 
@Twitter
!
35
145
617",,35,145,617,['https://pbs.twimg.com/media/FQgQxj9XwAgqnZv?format=jpg&name=small'],https://twitter.com/TomFitton/status/1515479799220822018
Adam Brooks,@EssexPR,2022-04-16T23:17:21.000Z,"Adam Brooks
@EssexPR
·
Apr 16, 2022","I just want 
@elonmusk
 to buy 
@twitter
 for the complete meltdown of the so called leftists & liberals,that have shown more hypocrisy in the last few days,than could ever be imagined.

Why does free speech scare so many?
Why is a Saudi Prince ok to own it?

Tied themselves in knots
22
52
763",,22,52,763,[],https://twitter.com/EssexPR/status/1515469425478193154
Gideon Yu,@gideonyu,2022-04-16T23:37:35.000Z,"Gideon Yu
@gideonyu
·
Apr 16, 2022","I say allow 
@ElonMusk
 to make an offer directly to 
@Twitter
’s shareholders without this tool of entrenchment and veto. The board can and should either negotiate a deal with Elon, present a plan that is superior to his offer — or get out of the way. (10/10)
27
84
865",,27,84,865,[],https://twitter.com/gideonyu/status/1515474515685703680
Andrew Lehti,@andylehti,2022-04-16T23:41:28.000Z,"Andrew Lehti
@andylehti
·
Apr 16, 2022","Fairly sure I am still 49'd from 
@Twitter
 because they can't handle being wrong and so they throw a fit. But the meme potential was too great to not turn Elon Musk into Dr. Evil.",,,,,['https://pbs.twimg.com/media/FQgMgwuXwA4KzOu?format=png&name=small'],https://twitter.com/andylehti/status/1515475493771952132
Brrrrick,@soupremebrick,2022-04-16T23:19:50.000Z,"Brrrrick
@soupremebrick
·
Apr 16, 2022","Replying to 
@reptar258
 @Twitter
 and 
@elonmusk
I just want Elon to bid higher than my option call of 66 bucks for 2023 Lol. If he can do  69 dollars per share me and the poison pill twitter board won’t deny him. We’d all sell for that happily .
GIF
ALT
1",😁,,,1,['https://pbs.twimg.com/tweet_video_thumb/FQgH-T7XEAMmcH5.jpg'],https://twitter.com/soupremebrick/status/1515470047623454725
水瀬(Mizuse)Penulis Kacamata,@PapiTip,2022-04-16T23:25:21.000Z,"水瀬(Mizuse)Penulis Kacamata
@PapiTip
·
Apr 16, 2022","Replying to 
@olex_scherba
 @Twitter
 and 
@TwitterSupport
I guess that’s why Musk tried to get Twitter.
7",✨,,,7,[],https://twitter.com/PapiTip/status/1515471435917316099
Wilden,@Wilden_1,2022-04-16T22:41:14.000Z,"Wilden
@Wilden_1
·
Apr 16, 2022","Replying to 
@Wilden_1
 @elonmusk
 and 2 others
Ok 
@elonmusk
 I show You the daily timeframe channel holds look at my only indicator as a pro .. price-action  ( stochastic ) buyers are angry at sellers now that's not right we agree more all together let's Buy 
@Tesla
 PPL That's a Stock good as anyone to drag Nasdaq
1",,,,1,['https://pbs.twimg.com/media/FQf9i7ZXsAEMdlJ?format=png&name=small'],https://twitter.com/Wilden_1/status/1515460336731799552
Thuy Nguyen,@Thuy_Nguyen01,2022-04-16T23:20:31.000Z,"Thuy Nguyen
@Thuy_Nguyen01
·
Apr 16, 2022","Replying to 
@NaplesLeslie
 @FreeWillie21
 and 3 others
You got no proof for this statement. You are just like them. Hating Elon because they implant the hate seed in your brain.
1",,1,,,['https://pbs.twimg.com/media/FQgIIi6VgAEoKQu?format=jpg&name=small'],https://twitter.com/Thuy_Nguyen01/status/1515470219908509696
Xec army,@XecArmy,2022-04-16T23:22:24.000Z,"Xec army
@XecArmy
·
Apr 16, 2022","lf you can't buy all of 
@twitter
 you can still buy a fraction of #eCash 
@eCashOfficial
 
@elonmusk
3",,,,3,[],https://twitter.com/XecArmy/status/1515470696595570693
Cupboard,@armoiredubled,2022-04-16T23:05:40.000Z,"Cupboard
@armoiredubled
·
Apr 16, 2022","Replying to 
@robertd_project
 @ericbahn
 and 2 others
How do you know Elon Musk is genuine?
1",,,,1,[],https://twitter.com/armoiredubled/status/1515466485300400132
Lynda Upthegrove Songwriter & Music School,@LUpthegrove,2022-04-16T23:49:18.000Z,"Lynda Upthegrove Songwriter & Music School
@LUpthegrove
·
Apr 16, 2022","Elon would be a President via the back door tweeting from
His golden toilet like Trumpsky did and probably allowing hate speech back on here again 
@Twitter
 dont sell
Quote Tweet
Lynda Upthegrove Songwriter & Music School
@LUpthegrove
·
Apr 16, 2022
Replying to @NickAdamsinUSA
Not really .... a company has free will who they sell to ... I don’t want him to own it since “Conservatives” seem excited to get hate speech back on her and Twitter learnt the hard way that there are serious consequences to that @Twitter - help humanity and don’t sell!",🙄,,,,['https://pbs.twimg.com/profile_images/1289298368666066946/E1ihW5JI_normal.jpg'],https://twitter.com/LUpthegrove/status/1515477464310435845
Nikhil Dwivedi,@Niks_Dwivedi,2022-04-16T23:21:47.000Z,"Nikhil Dwivedi
@Niks_Dwivedi
·
Apr 16, 2022","Many war analysts who were once self proclaimed virologists have turned to become management consultants & analysts - just as 
@elonmusk
 proposing to buy 
@Twitter
 news came. I am impressed by peoples ability to re-skill themselves on Twitter.",,,,,[],https://twitter.com/Niks_Dwivedi/status/1515470538210418692
Infinity,@Infinityzzzzzz,2022-04-16T23:12:17.000Z,"Infinity
@Infinityzzzzzz
·
Apr 16, 2022","A poll was conducted on Twitter on March 15, 2022.
It asked readers to reply & indicate if you DO or DO NOT support 
@elonmusk
 buying 
@Twitter
 .

A little over 19,000 ppl replied and 70% OF THEM 'SUPPORTED' MUSK BUYING TWITTER.

I KNOW WHY 
@TheDemocrats
 & LIBERAL MEDIA DON'T !!!",,,,,[],https://twitter.com/Infinityzzzzzz/status/1515468149486981122
Fully Husk’d,@BigRedFishin,2022-04-16T23:38:55.000Z,"Fully Husk’d
@BigRedFishin
·
Apr 16, 2022","Replying to 
@NebHypeMan
 and 
@Twitter
Lol we need Elon to get us an edit button!! I’ve been sayin this for years! but ya he’s the the New Jersey Generals HC.
2
2",🌽 🌽 🤣,2,,2,[],https://twitter.com/BigRedFishin/status/1515474852328751108
Angie,@impudentinAZ,2022-04-16T23:02:56.000Z,"Angie
@impudentinAZ
·
Apr 16, 2022","Replying to 
@vor0220
 @Lizbeth69108338
 and 4 others
The top 10 billionaires increased their wealth by 62% in the 17 month period of the pandemic. Musk in particular, increased his wealth by 600%.

The rest of the world teetered on the brink of destruction.
2
1
2",🌵 🌻,2,1,2,[],https://twitter.com/impudentinAZ/status/1515465796067024897
Andy,@toshiparty7,2022-04-16T23:45:13.000Z,"Andy
@toshiparty7
·
Apr 16, 2022","Replying to 
@haveyouseenhype
@elonmusk
 please buy 
@Twitter
 and fix the resolution issue.
4",,,,4,[],https://twitter.com/toshiparty7/status/1515476437670584321
Official University of Nebraska Uber Driver,@NebHypeMan,2022-04-16T23:39:57.000Z,"Official University of Nebraska Uber Driver
@NebHypeMan
·
Apr 16, 2022","Replying to 
@BigRedFishin
 and 
@Twitter
Yo 
@elonmusk
 can you buy this shit already? I’d also request a rocket pack instead of flame thrower but I’m good with either one.
3",,,,3,[],https://twitter.com/NebHypeMan/status/1515475113784786965
Rockstar ₉⁹₉ Tory,@Andyroc19685757,2022-04-16T23:53:50.000Z,"Rockstar ₉⁹₉ Tory
@Andyroc19685757
·
Apr 16, 2022","@Twitter
 can’t wait for Elon to buy Twitter <3",,,,,[],https://twitter.com/Andyroc19685757/status/1515478607799459849
izzy sallaj,@izzygolfing,2022-04-16T23:46:17.000Z,"izzy sallaj
@izzygolfing
·
Apr 16, 2022","Replying to 
@Rob_Finger
 @finga
 and 
@Twitter
You would be popular in my heart if u buy me one. If not then get out of my timeline :)
2",,,,2,[],https://twitter.com/izzygolfing/status/1515476707519700994
The_Katalyst,@equity_avenger,2022-04-16T23:45:49.000Z,"The_Katalyst
@equity_avenger
·
Apr 16, 2022","Replying to 
@equity_avenger
 @elonmusk
 and 2 others
7- for generations.  And generations.   If the earth doesn’t shrivel up and die first.   And. You. Can’t. Buy. Your. Way. Out. Of. Hell. 
1",👄 👄 👄 👄,,,1,[],https://twitter.com/equity_avenger/status/1515476587197648900
Equilibrium,@lagrangian,2022-04-16T22:15:26.000Z,"Equilibrium
@lagrangian
·
Apr 16, 2022","Replying to 
@all_in_tok
 @elonmusk
 and 3 others
elon is neither populist, nor elitist. he's simply an idealist. he knows how physics works, and knows the many potential paths forward. the costs associated differentiate the choices made. sending tax money to the best solution is more purist than populist.
4",,,,4,[],https://twitter.com/lagrangian/status/1515453842120273920
Leo Piccioli,@LeoPiccioli,2022-04-16T23:17:59.000Z,"Leo Piccioli
@LeoPiccioli
·
Apr 16, 2022","El ""mercado"" le da 20% de chances a 
@elonmusk
 de ser CEO de 
@twitter
 antes de 2025...

Will Elon Musk become CEO of Twitter before 2025? My prediction: 99% likely.
metaculus.com
Will Elon Musk become CEO of Twitter before 2025?
The aggregate of 371 Metaculus community forecasters was 99% on Jan 13, 2023.
1
1",,,1,1,['https://pbs.twimg.com/card_img/1613703571639238657/R2M1ODjL?format=jpg&name=small'],https://twitter.com/LeoPiccioli/status/1515469584832376839
Ryan Leonard,@ryanleo92881,2022-04-16T23:12:33.000Z,"Ryan Leonard
@ryanleo92881
·
Apr 16, 2022","Replying to 
@sebastianL20
 @ClayTravis
 and 
@Twitter
Or, alternatively, they simply think the company is worth more than Musk is offering and perhaps want an actual real offer.
1",,,,1,[],https://twitter.com/ryanleo92881/status/1515468215211548675
Chinmay A. Singh,@cagefreesingh,2022-04-16T23:31:16.000Z,"Chinmay A. Singh
@cagefreesingh
·
Apr 16, 2022","Replying to 
@yishan
 @Jason
 and 4 others
one problem is that Elon has not been able to articulate what he mean by ""free speech"".
1
2",,1,,2,[],https://twitter.com/cagefreesingh/status/1515472925318516738
So long Elon,@paulito0304,2022-04-16T23:32:49.000Z,"So long Elon
@paulito0304
·
Apr 16, 2022","@Twitter
 A poison pill will not work. It hurts shareholders and separates them from rich shareholders who could afford to buy cheaper versions to flood the market with more shares diluting Musk's holdings. Not a good thing for most shareholders.",,,,,[],https://twitter.com/paulito0304/status/1515473317888733184
NYPRG,@NYPRG,2022-04-16T23:42:47.000Z,"NYPRG
@NYPRG
·
Apr 16, 2022","Replying to 
@Twitter
You good?  
@elonmusk
 really really really wants to buy you…. ",😳,,,,[],https://twitter.com/NYPRG/status/1515475825977696257
GaryT,@Gary61764440,2022-04-16T22:38:53.000Z,"GaryT
@Gary61764440
·
Apr 16, 2022","Replying to 
@CawthornforNC
 @Twitter
 and 
@elonmusk
Only reason I have Twitter is to follow Elon and I don’t think I’m the only one like that.",,,,,[],https://twitter.com/Gary61764440/status/1515459744051470350
Alex Simonelis,@alexsimonelis,2022-04-16T23:00:56.000Z,"Alex Simonelis
@alexsimonelis
·
Apr 16, 2022","Replying to 
@paraga
You are working directly against the interests of 
@Twitter
 shareholders, 
@btaylor
#Twitter #Elon 
@elonmusk",,,,,[],https://twitter.com/alexsimonelis/status/1515465291702099975
Kevin Pruitt,@jukencsu,2022-04-16T23:50:13.000Z,"Kevin Pruitt
@jukencsu
·
Apr 16, 2022","Replying to 
@smerconish
 @elonmusk
 and 3 others
I am a huge Elon Musk fanboy, but I'm not sure what Twitter is censoring that he wants to get out.",,,,,[],https://twitter.com/jukencsu/status/1515477696263950342
David Hayes,@hayesdb01,2022-04-16T23:51:20.000Z,"David Hayes
@hayesdb01
·
Apr 16, 2022","Replying to 
@TickerSymbolYOU
 @PalantirVision
 and 3 others
He won't spend time on Twitter.  He will install executives that know what he wants and they'll run the show will little oversite from Elon.
1",,1,,,[],https://twitter.com/hayesdb01/status/1515477974744768516
Yet Another Crypto Analyst,@sck_trade,2022-04-16T23:02:24.000Z,"Yet Another Crypto Analyst
@sck_trade
·
Apr 16, 2022","Replying to 
@hodgetwins
 and 
@elonmusk
If 
@elonmusk
 doesn’t buy it, I know for a fact he can build an alternative that’s crypto centric for way less. Then we can have 
@Twitter
 without the w, just like he wanted.
1",,,,1,[],https://twitter.com/sck_trade/status/1515465661958524929
Nick Caldwell,@resilience101,2022-04-16T23:50:01.000Z,"Nick Caldwell
@resilience101
·
Apr 16, 2022","Replying to 
@elonmusk
if buying 
@Twitter
 fails,
@elonmusk
 should buy 
@verotruesocial",,,,,[],https://twitter.com/resilience101/status/1515477643478843399
DeborahTheGreat Unaffiliated Voter,@Deborah_Cadabra,2022-04-16T23:14:02.000Z,"DeborahTheGreat Unaffiliated Voter
@Deborah_Cadabra
·
Apr 16, 2022","Replying to 
@CawthornforNC
 @Twitter
 and 
@elonmusk
You'll be gone long before Elon Musk.",🔥 🔥,,,,[],https://twitter.com/Deborah_Cadabra/status/1515468589133750274
GD_FX,@gwd_forex,2022-04-16T23:56:56.000Z,"GD_FX
@gwd_forex
·
Apr 16, 2022","@elonmusk
 could just buy 
@GETTRofficial
 or start his own and everyone who is pro frredom of speech leave 
@Twitter
 and move there. Those who oppose it can stay and agrue with each other.",,,,,[],https://twitter.com/gwd_forex/status/1515479384811278336
KevinMc,@S2pNCg,2022-04-16T23:18:06.000Z,"KevinMc
@S2pNCg
·
Apr 16, 2022","Replying to 
@ChadJonesey
 @sebastianL20
 and 2 others
Or, unless they think Elon will eventually destroy the company.  I’m 110% certain that this factored into the decision.",,,,,[],https://twitter.com/S2pNCg/status/1515469615144611843
Ajmo Ovako 𓃠,@AjmoOvako,2022-04-16T23:12:27.000Z,"Ajmo Ovako 𓃠
@AjmoOvako
·
Apr 16, 2022","Replying to 
@FixNewsPlease
 @CawthornforNC
 and 2 others
Considering what Musk does I can see some benefits living on his planet compared to planet Biden & Putin. What a trip that would be!",,,,,[],https://twitter.com/AjmoOvako/status/1515468190356504579
Jocelyn Jeffery,@JocelynJeffery,2022-04-16T22:51:13.000Z,"Jocelyn Jeffery
@JocelynJeffery
·
Apr 16, 2022","@elonmusk
’s bid to buy 
@Twitter
 is exactly the kind of billionaire power play I would make. ",😂,,,,[],https://twitter.com/JocelynJeffery/status/1515462848641654786
brody wilbur,@BrodyWilbur,2022-04-16T22:46:59.000Z,"brody wilbur
@BrodyWilbur
·
Apr 16, 2022","Replying to 
@CawthornforNC
 @Twitter
 and 
@elonmusk
How the hell are you still here? Musk ? Sometime yesterday.",,,,,[],https://twitter.com/BrodyWilbur/status/1515461784207036419
CoryE79,@CoryEF79,2022-04-16T22:56:25.000Z,"CoryE79
@CoryEF79
·
Apr 16, 2022","Replying to 
@dariusbarrows13
 @PoliticOhMyGawd
 and 3 others
You’re not paying attention…you’re in an echo chamber that tells you to blame the poor while the rich buy up or steal all the resources and sell it back to us at an outrageous amount. If you think it’s anything other than greed you aren’t paying attention.
1",,1,,,[],https://twitter.com/CoryEF79/status/1515464156819853313
Acadia Einstein,@Acadia,2022-04-16T23:59:40.000Z,"Acadia Einstein
@Acadia
·
Apr 16, 2022","Replying to 
@ParParV
 @elonmusk
 and 
@Twitter
I would love to fight Elon Musk!
1
1",,1,,1,[],https://twitter.com/Acadia/status/1515480073649934343
Bay Yolal,@bayyolal,2022-04-16T23:33:05.000Z,"Bay Yolal
@bayyolal
·
Apr 16, 2022","@elonmusk
 wanted to buy 
@Twitter
 not 
@Facebook
 and Elon Musk is a smart man in this world.",,,,,[],https://twitter.com/bayyolal/status/1515473383206658048
MDS,@Msone0987,2022-04-16T23:06:22.000Z,"MDS
@Msone0987
·
Apr 16, 2022","Replying to 
@CGasparino
 @IntVentures
 and 6 others
Your messing with the 1% now Elon!! Be careful they make people disappear!! 
1",👀 😱 🎯,1,,,[],https://twitter.com/Msone0987/status/1515466659212902401
JustSayinWhat'sOnMyMind,@JustSay74310747,2022-04-16T23:51:46.000Z,"JustSayinWhat'sOnMyMind
@JustSay74310747
·
Apr 16, 2022","Replying to 
@nancylevine
 @elonmusk
 and 
@Twitter
I must warn you that I have a bullcrap detector and it has triggered. 
@twitter
 Save us from Elon Mush Mouth.",,,,,[],https://twitter.com/JustSay74310747/status/1515478085793058816
Deborah Lima,@DebLimaBean,2022-04-16T23:53:57.000Z,"Deborah Lima
@DebLimaBean
·
Apr 16, 2022","Replying to 
@CawthornforNC
 @Twitter
 and 
@elonmusk
You don’t get it. They let you lie and be stupid. Look at you. They don’t let you incite violence. I don’t think Musk is inciting violence.",,,,,[],https://twitter.com/DebLimaBean/status/1515478634319867905
ElizabethM,@EMmommanuke,2022-04-16T23:42:09.000Z,"ElizabethM
@EMmommanuke
·
Apr 16, 2022",You can also choose nor to sell the house. And others can also speak out about you selling the house or the guy trying to buy it. That is legal.,💙,,,,[],https://twitter.com/EMmommanuke/status/1515475665746862086
Ryan Hurley,@Schwa117,2022-04-16T23:40:47.000Z,"Ryan Hurley
@Schwa117
·
Apr 16, 2022","Replying to 
@randy_ware1
 @Twitter
 and 
@Square
No, I gave my notice before Elon made his moves.
1
1",,1,,1,[],https://twitter.com/Schwa117/status/1515475320098410504
No thanks,@C_Ann_Bernadett,2022-04-16T23:48:27.000Z,"No thanks
@C_Ann_Bernadett
·
Apr 16, 2022","Replying to 
@smerconish
 @elonmusk
 and 3 others
So let's get this straight...just because you drive a Tesla & eagerly normalize everything Trump, you think Musk should buy this communication platform so you'all can assist Putin's partner in destroying democracy in the USA--feeding your own selfish egos is the name of the game?",,,,,[],https://twitter.com/C_Ann_Bernadett/status/1515477253035077638
Matthew,@ChaseMatt91,2022-04-16T23:01:22.000Z,"Matthew
@ChaseMatt91
·
Apr 16, 2022","Replying to 
@Epifiny
 @Lizbeth69108338
 and 4 others
Thank you, I don't have a degree in business management so I'm not sure what you would call it. But I do know that Elon doesn't have access to every billion he owns without damaging his companies because it's mostly wrapped up in stocks and company investments.
1",,1,,,[],https://twitter.com/ChaseMatt91/status/1515465402658217984
tomche198,@tomche198,2022-04-16T23:03:02.000Z,"tomche198
@tomche198
·
Apr 16, 2022","Replying to 
@_quiteuseless
 @OfficialTopic_
 and 3 others
Q1: why did the twitter board offer musk a board seat on the condition he didn’t expand his holding beyond 15%??  Q2: why is everyone so stressed about musk owning (shareholder) twitter if he couldn’t direct them how to operate??",,,,,[],https://twitter.com/tomche198/status/1515465823422337025
Hbarianarmy,@hbarianarmy,2022-04-16T22:59:10.000Z,"Hbarianarmy
@hbarianarmy
·
Apr 16, 2022","Replying to 
@ClayTravis
 and 
@Twitter
I think 
@elonmusk
 is going to buy enough to take charge of this company, and yes! It is valued at 54% more than its current price, a candy.",,,,,[],https://twitter.com/hbarianarmy/status/1515464846443270146
George Olleia,@giorgioaiello,2022-04-16T22:29:29.000Z,"George Olleia
@giorgioaiello
·
Apr 16, 2022","Replying to 
@sofieroberta
 @sebastianL20
 and 2 others
You want elon to pay you for the price that it could reach because of him? But w/o him you’re gonna sit at 30-40$ for a few years . Or until the market is bullish again. Either way elon is paying you more than what it’s CURRENTLY WORTH.",,,,,[],https://twitter.com/giorgioaiello/status/1515457379294498822
Phillydude,@Fairwinds10,2022-04-16T23:16:08.000Z,"Phillydude
@Fairwinds10
·
Apr 16, 2022","Replying to 
@NorCalAlex
 @elonmusk
 and 
@ChrisJBakke
The MAGA Hat crowd just wants Elon Musk to return their Grand Poobah, since Trump's own attempt to start a social media site crashed & burned in about 10 seconds - 
@Twitter
 was a dumpster fire with TFG here but Twitter has been slowly crawling out of the muck since he was banned.",,,,,[],https://twitter.com/Fairwinds10/status/1515469116559151104
Joe,@josephtravers,2022-04-16T22:38:34.000Z,"Joe
@josephtravers
·
Apr 16, 2022","Replying to 
@josephtravers
 @DataRemixed
 and 2 others
And Musk would take it private to make it more ""transparent"".

Private companies don't have to follow many many financial reporting rules. 

So, the opposite of transparent.
1",,1,,,[],https://twitter.com/josephtravers/status/1515459664124784648
Dan Driscoll,@dbdriscoll,2022-04-16T23:16:15.000Z,"Dan Driscoll
@dbdriscoll
·
Apr 16, 2022","“Part of me wants ⁦
@elonmusk
⁩ to buy 
@Twitter
 so that he can struggle to handle the complex social dynamics of moderating content”

What’s the real argument in favor of #ElonMusk buying #Twitter? via ⁦
@alex
⁩ // 
@TechCrunch
techcrunch.com
What's the real argument in favor of Musk buying Twitter?
What I am starting to view as the Thiel-Musk-Andreessen viewpoint is somewhat simple: Anything that impedes the ability of a select group of billionaires to do whatever they want is tyranny.",,,,,['https://pbs.twimg.com/card_img/1619701631356121088/NpFlR7hy?format=jpg&name=small'],https://twitter.com/dbdriscoll/status/1515469148738011136
Qdub647,@qdub647,2022-04-17T22:41:13.000Z,"Qdub647
@qdub647
·
Apr 17, 2022","This is why BlackRock and Vanguard don't want Elon Musk to own Twitter
14K views
0:00 / 1:02
1:02
14K views
24
291
514",,24,291,514,[],https://twitter.com/qdub647/status/1515822717878120452
Daily Wire,@realDailyWire,2022-04-17T22:54:02.000Z,"Daily Wire
@realDailyWire
·
Apr 17, 2022","‘We Look To Powerful Leaders’: Joe Rogan Explains Why He’s ‘Excited’ Elon Musk Might Buy Twitter http://dlvr.it/SNlTF7
249
1,017
9,085",,249,"1,017","9,085",['https://pbs.twimg.com/media/FQlLqkLVsAYrj4F?format=jpg&name=small'],https://twitter.com/realDailyWire/status/1515825945797541890
Maria,@eleftheria119,2022-04-17T23:14:50.000Z,"Maria
@eleftheria119
·
Apr 17, 2022","There's a hyper-focus and hyperventilation by the MSM and D's over Elon Musk buying Twitter, and no concern whatsoever about Blackrock Inc. buying up the homes -and Bill Gates buying up the farm land in the U.S. and the likely calamitous impact this will have on Americans.
8
114
281",,8,114,281,[],https://twitter.com/eleftheria119/status/1515831177298460673
batsoupyum,@batsoupyum,2022-04-17T22:48:14.000Z,"batsoupyum
@batsoupyum
·
Apr 17, 2022","You want your twitter feed to light up?

Buy #NFT photography. Not sure I've ever seen a more supportive group out there. 

Well done, fam!
232
97
571",,232,97,571,[],https://twitter.com/batsoupyum/status/1515824485760475152
Dinesh D'Souza,@DineshDSouza,2022-04-17T21:46:01.000Z,"Dinesh D'Souza
@DineshDSouza
·
Apr 17, 2022","Elon Musk speaking to investors who could partner with him on Twitter bid: report
thepostmillennial.com
Elon Musk speaking to investors who could partner with him on Twitter bid: report
The plan that includes partners could reportedly be announced within days.
225
519
3,387",,225,519,"3,387",['https://pbs.twimg.com/card_img/1618085767859015682/3Gl4qBYs?format=jpg&name=small'],https://twitter.com/DineshDSouza/status/1515808827169456129
Chris' View,@MCrisCardena,2022-04-17T23:27:54.000Z,"Chris' View
@MCrisCardena
·
Apr 17, 2022","Replying to 
@allen_fisher
 @Twitter
 and 
@MarkHamill
You know that we don't want any #MUSK here because he brings THE #DEMON IN DISGUISE 
2
2
3",❣ 🔥 👹 🔥,2,2,3,['https://pbs.twimg.com/media/FQlTaAFXoAIcCg3?format=jpg&name=small'],https://twitter.com/MCrisCardena/status/1515834468539510793
